35,"""Slavery, wherever it exists, is the same moral de­formity,--the same crime before God, and ought to be viewed with detestation, and reprobated with boldness, by every man who professes to act on christian principles .",-0.8
36,.,0
37,.,0
38,.,0
39,.,0
40,Not less than Five Millions of our fellow­ creatures are still detained in hopeless bond­ age by the avarice and cruelty of man.,-2.7
41,.,0
42,.,0
43,.,0
44,.,0
45,"There is too much reason to believe, that the extensive trade still carried on in the French, Spanish, and Portuguese colonies, *is sustained by British capital, and screened by British ingenuity*.",2.1
46,"In Cuba and the Brazils, and in some of the French colonies, the market for [p.",0
47,"viii] human cattle is daily supplied from the coast of Africa; while the mines of Chili and Peru are peopled with miserable, though guiltless, victims, whose blood is drained by a system of unparalleled horror, *to fill the pockets of English shareholders!""",-2.25
48,"* [authorial note: See the admirable address of the ""Agency Society for the Universal Abolition of Negro Slavery and the Slave Trade throughout the world.""",-0.6
49,"] Upwards of two millions of unhappy negroes are doomed to suffer the brand and curse of slavery, in its most degraded form, in the United States of America,--that land of *boasted* freedom,­ while the condition of the free people of colour, whose number exceeds 300,000, is only in a slight degree advanced.[authorial note: See Stuart's ""Three Years in America,""--a work of acknowledged accuracy.] And though the notice may appear somewhat incongruous in a work especially relating to Negro Slavery, the Editor cannot forbear to allude to the noble-minded Poles, dying beneath the weight of another species of thraldom, if possible, still more galling.",-2.9
50,"For these, prayer should not be omitted, nor should effort be restrained.",0
51,And even as regards the British colonies the work of mercy is yet imperfect.,0.75
52,The [p.,0
53,ix] personal emancipation of the Negro cannot be regarded as the full amount of his power­ful and peculiar claims.,0.15
54,"A debt is still owing him, which can only be discharged by combined and persevering effort, prompted by the benevolence, and regulated by the wisdom, which are from above; and happily, by these means the debt *can* be discharged, and that abundantly.",0.75
55,"Having in times past been rendered vile, he must now be elevated in the scale of being, by means of moral and religious instruction.",-0.25
56,"Let the ""glad tidings of great joy, which are unto all people,"" be sounded in the ears of these despised ones, and let them be made ac­quainted with *that* freedom wherewith Christ can make them free.",2.25
57,Blessed be God!,1
58,"multitudes of these wretched outcasts have already heard the joyful sound, and the hope of Heaven has shed light and peace along their dreary path.",1.8
59,"[authorial note: See the interesting and encouraging Reports of the Baptist, Moravian, and Methodist Missionary Societies.] May the recital of the wrongs and sufferings of the Slave, contained in this volume, excite to greatly increased exertions in this blessed work, and thus may the Lord turn the curse into a blessing!",3.5
60,[p.,0
61,"x]  To those talented and esteemed individuals to whose friendly aid this little work is in­debted for its existence, the most sincere thanks are offered, though with a conscious­ ness that such expressions of gratitude can be of little value.",5.4
62,"Although they wrote, doubtless, from the deep interest which the subject inspired, yet the Editor feels a per­sonal obligation to have been conferred by the very obliging manner in which their contributions have been presented.",1.25
63,"It would indeed have been delightful if *every* hand which has been actively engaged in pulling down the prison-house, and striking off the fetters of the bondman, could have put a stone into the monument here erected upon its ruins, to tell posterity where it stood, the curses it contained, and how it fell.",0.65
64,"To many, who have laboured long, and nobly, and successfully in this cause, the Editor had no means of access; to others, acknowledg­ments are due for the kind interest they have expressed in the plan and success of a work which various circumstances have pre­vented them from aiding.",4.1
65,"It is a subject for thankfulness that so many have assisted in raising this memorial, which, though small [p.",0
66,"xi] in its dimensions and humble in its design, the Compiler believes will be found a struc­ture of moral and literary architecture, in some degree worthy of the great occasion.",2.55
67,"Nothing is inserted in these pages which was not presented to the Editor expressly for the purpose; though, on account of the delay that has occurred, it is feared that a few of the papers may have appeared in print in other forms.",-0.75
68,"There may possibly, on some points, be slight differences of opinion between the various writers in this little volume; it is, therefore, desirable to remark, that the au­thors are responsible only for the pieces to which their names are appended.",1
69,Some of the allusions to the West Indian planters may be considered unwarrantably harsh.,-1
70,It must not for a moment be supposed that reference is made to those amiable and respectable persons in this coun­try who have had the misfortune to inherit colonial property.,0.5
71,The majority of the resident planters--the attorneys--the mana­gers are here intended.,0
72,"If the records of the ""Colonial Church Union,"" and many of the Speeches in the Jamaica House of [p.",0.1
73,"xii] Assembly are consulted, it can scarcely be said that any language is too severe.",-1
74,"Should this little volume in any degree contribute to sustain and prolong the sym­pathy of late so widely excited in behalf of the deeply-injured negroes, the authors of the following pieces, and the individual who has now the pleasure of presenting them to the public, will indeed have reason to rejoice together, and every benevolent reader may share in that joy.",4.65
75,"WINCOBANK-HALL,  May 8, 1834.",0
76,[pp.,0
77,xiii–xv]  [Contents list]  [p.,0
78,xvi]  [blank]  [p.,0
79,xvii]  [half-title illustration]  [p.,0
80,"xviii]  ## THE STARTING-POST; or, CLARKSON at Wades-Mill,  ""Coming in sight of Wades-Mill, in Hertfordshire, I sat down disconsolate on the turf by the road-side, aud held my horse.",-0.5
81,"Here a thought came into my mind, that if the contents of the Essay were true, it was time some person should see these calamities to their end.",-0.5
82,"Agitated in this manner, I reached home.",-0.5
83,"This was in the summer of 1785.""",0
84,"Clarkson's *History of the Abolition*, Vol.",0
85,I. p. 210.,0
86,"A wanderer by the road-way side,   Where leafy tall trees grow, Casting their branching shadows wide,   Sits on the turf below.",0.8
87,"Though rich the landscape, hill, and plain,   Before him there out-spread ; One hand holds fast his bridle-rein,   One props his thoughtful head.",1.5
88,[p.,0
89,"xix]  The flush of youth is on his brow,   Its fire is in his eye; And yet the first is pensive now,   The latter nought can spy.",-0.5
90,Does proud Ambition's fitful gleam   Light up his soul within?,0.75
91,Or fond Affection's gentler dream   Prompt him Love's bliss to win?,2.6
92,"These are forgotten, or unknown:­   For, o'er the Atlantic main, His ear has caught the captive's groan,   Has heard his clanking chain.",-1.4
93,"Nor less from Afric's land afar,   Borne by the billowy waves, The hideous din of sordid War,   The shrieks of kidnapped slaves.",-4.1
94,The iron of that galling yoke   Has entered in his soul!,-0.25
95,How shall Power's tyrant spell be broke?­   The sick at heart made whole?,-2
96,"Who, e'en on Albion's far-famed Isle,   Where Freedom gives her laws, Nobly forgetting *self* the while,   Shall live but for her cause?",1.75
97,[p.,0
98,"xx]  Who, the Apostle of her Creed,   Shall journey to and fro, Her universal rights to plead,   And Slavery overthrow?",-0.85
99,"""*Thou art the man!*"" the Prophet cried;   The awe-struck Monarch heard; And, while his heart with anguish sighed,   Compunction's depths were stirred.",-0.2
100,"As clear, as vivid the appeal   To Freedom's Champion given: And God himself hath set his seal,­   The message was from Heaven!",2.9
101,Bernard Barton.,0
102,[p.,0
103,1]  ## LEONARD DOBER.,0
104,"An Account of the first Introduction of the Gospel among Negro-Slaves in the West-Indies, by Voluntary Christian Missionaries.",0.1
105,"In the early part of the last century, a negro slave, on the Danish island of St. Thomas, frequently sat, after the labours of the day, on the sea-shore, and earnestly sighed for a knowledge of the gospel, concerning which he had caught some imperfect notions from the professions of Europeans, though no man cared for *his* soul, or for the souls of thousands of his fellow-sufferers perishing for lack of knowledge.",-1.8
106,"It was not long after he had fallen into this train of feeling, that his master took him away from the island, and brought him to Copenhagen.",-0.25
107,"There he heard the good tidings of great joy, which are unto all people; he believed them, and was baptized into [p.",2
108,"2] the death of Jesus, by the name of Anthony.",-0.75
109,"Then, immediately, his soul yearned with affection and sympathy towards his sister whom he had left, a slave in the plantations; and he longed to make her a partaker of the same blessedness which he knew.",0.5
110,"About this time, meeting with some pious companions of Count Zinzendorff, who had arrived at the court of Denmark to attend the coronation of Christian VI., Anthony broke his mind to them, saying, ""Oh!",0.05
111,"that some one would go and preach the gospel to my sister in St. Thomas!""",0.1
112,"These good persons introduced him to the count, who being a man of gracious manners, and one who from his youth had cherished a hope of sending the gospel to the heathen, hearkened eagerly to the representations of Anthony, that if preachers were sent to the island, not his sister only, but many of the slaves there would gladly receive them, and might in the end be converted from the error of their ways.",2.5
113,"Count Zinzendorff had lately become the patron of a small body of refugees from Moravia, the remains of the ancient church of the United Brethren, who had found an asylum from persecution on his estate in Lusatia.",1.05
114,"There, in the midst of a forest, they had built a few humble habitations and a place wherein to worship God in peace, after the manner of their forefathers, who, for centuries, had been ""a poor [p.",1.5
115,"3] and afflicted people, whose trust was in the Lord;"" while from generation to generation they kept up a succession of martyrs and confessors of the truth, amidst the darkness of superstition in their native land.",0.05
116,"On the count's return to Herrnhut (the new settlement, whose population did not yet exceed six hundred persons), he communicated to the little congregation, at their daily evening meeting in the chapel, what he had learnt in his interview with the converted negro.",1.3
117,"While he yet spake, the hearts of two of his hearers,  Tobias Leopold, burned within them to go forth, and be the messengers of salvation to Anthony's sister.",0.4
118,"These young men were inti­mate friends, yet neither of them spake to the other on the subject that night, but cherished the fervent desire, each alone in his own bosom, praying and weeping over it till morning, when they met, and, to their mutual surprise and delight, on comparison found, that ""as face answereth to face,"" so did the heart of the one to the other, and ""as iron sharpeneth iron,"" so each sharpened the countenance of his friend.",5.2
119,"In the evening, while they and others of the young men of the congre­gation were returning from the usual walks which they took in the forest, for private prayer and spiritual converse, Count Zinzendorff was stand­ing at the door of his lodging, in company with [p.",0.9
120,"4] the Rev. Mr. Shaeffer, a pious clergyman, who happened to be on a visit at Herrnhut; when, as they passed, two and two, towards their homes, the former turned to the latter, and said, ""My dear friend, there are, amongst these brethren, messengers who will go forth to preach the gospel in the West Indies, Greenland, Lapland, and other heathen countries.""",1.3
121,"This prophetic saying was the more remarkable, because no plan had yet been contemplated, nor was indeed likely to be undertaken, by these christian exiles and emi­grants from various quarters, seeking rest for themselves with liberty of conscience, in that solitary place.",1.85
122,"Nevertheless, the two friends, who had made up their minds for the service of the Lord among the negroes, were encouraged by that saying to offer themselves for the work, first in a letter privately addressed to the count, and afterwards openly to the congregation.",2
123,"In the course of a few weeks the negro, Anthony, himself arrived at Herrnhut, and confirmed, at a public meeting there, all that he had stated at Copenhagen, respecting the wants and the willingness of his ignorant and oppressed country­-men in St. Thomas, to receive the gospel: but, he added, so long and so severely were they worked by their masters, that, unless those who went to preach to them would consent to become slaves themselves, and labour with the negroes in [p.",0.3
124,"5] the plantations, they would have little opportu­nity of communicating divine instruction to them.",1.4
125,"This intelligence did not in the smallest degree daunt the devoted young men; they were both ready, not only to be bound, but to die for the Lord Jesus.",0.7
126,"Such indeed was the simplicity of purpose, singleness of heart, and strength of faith, by which they were actuated, that they were willing to make any sacrifice which might be required, if they could win but one soul to Christ,--nay, if they might but have the opportunity of carrying the news of salvation to Anthony's sister,--a poor despised female slave.",1.45
127,"Difficulties, however, with regard to the practicability of the attempt, among their brethren and sisters, whom they were bound to consult and reconcile to it, occasioned the delay of a full year.",-0.5
128,"At length the perplexity of the congrega­tion became so great, that the elders resolved to ""cast the lot into the lap,"" and leave ""the whole disposing thereof"" with ""the Lord,"" [authorial note Prov.",0.15
129,xvi.,0
130,"33.] according to the practice then and ever since observed in their church, in the appointment of ministers, and for the decision of other important affairs.",1.25
131,"Prayer having been made,--out of several scriptural sentences, suitably chosen,  the following, ""Let the lad go up:"" ""The Lord is with him.""",0.6
132,This put an end to [p.,0
133,"6] all scruples, and he was forthwith set apart for the missionary enterprise.",0
134,"The faith and patience of his friend were put to longer proof: Tobias Leopold drew a text which intimated that he should ""tarry by the stuff:"" and he submitted, expecting that his time would come, when his way should be made clear.",1.8
135,"Meanwhile, David Nitschman (who had first fallen in company with Anthony at Copenhagen) was invited, and con­sented to be Leonard Dober's fellow-traveller to the West Indies, with the view, after seeing him settled at his post there, to return to his family at Herrnhut.",-0.75
136,Little preparation was needed for the journey: their brethren and sisters could furnish them with no outfit but their best counsel and their fer­vent prayers.,1.05
137,"Those prayers, however, ""availed much,"" for they were the prayers of faith, and that counsel was the wisest, which man, instructed by God, could give in such a case.",0.4
138,"It was literally this:--""In all things remember to follow the guidance of the Spirit of Christ.""",1
139,"Accordingly, on the 21st of August, 1732, like their Redeemer at the beginning of His ministry, ""in the morning, rising up a great while before it was day,"" they ""went out and departed into a solitary place, and there prayed.""",1
140,"[auhtorial note: Mark i. 35.] At three o'clock, ""when it was yet dark,"" [authorial note: John xx.",-0.6
141,1.]--the hour [p.,0
142,"7] about which Mary Magdalene came to the sepulchre and found that her Lord was already risen,--these first messengers of his resurrection to the negro-slaves in the West began their pilgrimage on foot, each with his staff and his scrip, accom­panied by Count Zinzendorff through the forest.",0.85
143,"At the place for parting, having commended them to God and the word of his grace, he said, ""Bre­thren, what money have you for charges by the way?""",1.6
144,"They produced three dollars, and the count (whose whole income was expended in the cause of religion, and therefore always kept low,) added two ducats, making their whole stock about thirty-one shillings and sixpence.",0
145,"And this was the first missionary fund for preaching the gospel to the heathen, upon that plan which has since been adopted by almost all denominations of evangelical Christians!",-0.4
146,"With these small means, they proceeded on their journey to Copenhagen, six hundred miles; hoping, when they arrived there, to be allowed to work their passage across the Atlantic on board some West Indian merchantman.",1.25
147,"On the road, having letters of recommendation, they called upon several pious friends, who hospitably enter­tained them, and bade them ""God's speed"" when they departed, but who gave them no encourage­ment to hope that they should succeed in their design of carrying the gospel to the slaves.",1.4
148,In [p.,0
149,"8] fact, they rather disheartened the poor missionaries, by starting doubts and difficulties, to which they themselves gave no heed, except in so far as they saw that others were affected by the con­sideration of them.",-2.25
150,"One devout lady, the countess de Stolberg, at Werngerode, alone appeared to view their project with favour.",0.15
151,"Having anxiously inquired into all particulars concerning their object and their prospect of obtaining it, she looked with compas­sion on the young man, Leonard Dober, and tenderly asked him a *mother's question*,--""How could you bear to leave your aged parents be­hind?""",1.05
152,"He soon satisfied her, that it was from no lack of love to them, that he was going at his peril among strangers and savages, and that they would not want what little he might have been able to spare for them had he remained at home.",-1
153,"She then, according to a practice frequent at that time among religious persons, requested him to draw a text of Scripture, on the occasion.",0.4
154,"He opened to these words, ""Hearken, O daughter!",0.6
155,"and consider, and incline thine ear; forget also thine own people, and thy father's house.""",-0.5
156,[auhtorial note: Ps.,0
157,xlv.,0
158,"10.] The countess was deeply affected, and instantly said, ""Go your way, and should they even put you to death, the Lord Jesus is worthy that his servants should be ready to lay down their lives for Him.""",0.8
159,[p.,0
160,"9]  ""These words,"" said Leonard Dober, writing to the same lady, several years afterwards, ""were a balsam to my heart, which before had been almost broken by the discouragements which others had thrown in my way.",-0.75
161,"Your Excellency and Count Zinzendorff were the only persons who spoke comfortably to me!""",2
162,"What a preparation of mind for suffering, self-denial, and self-sacrifice was here!",-1
163,"and how little besides these was ex­pected, when it was counted all joy to be told that, if their enemies killed them, their Master was worthy that they should die for Him!",-0.25
164,"Their spirits indeed had been wounded,--wounded in the house of their friends; the scorn of the world they could well endure, but the want of faith among the people of God was hard to bear, by those who were themselves so strong in it, on the subject of their mission to the Gentiles.",0.8
165,"On their arrival at Copenhagen, they had to encounter fresh trials.",0.25
166,"Their scheme was re­garded by all with astonishment; and while some mocked and others pitied them, they were con­tent to be ""accounted fools for Christ.""",-1.35
167,"Their idea of labouring in the plantations as slaves, especially, was condemned as the height of infa­tuation.",-1.5
168,"But they patiently persevered in apply­ing for license to go to St. Thomas, and to obtain a passage by some vessel bound thither.",0.75
169,"The latter was absolutely refused to them, on board of [p.",-0.75
170,10] any of the Danish West India Company's ships.,0
171,"Meanwhile, the report of their errand to Copen­hagen having reached the ears of the royal family, through Counsellor Pless, who from their arrival had kindly treated them, though he (like others) found it difficult to comprehend what spirit they were of, or how they could hope to accomplish the aim of their undertaking, the queen and the Princess Amelia condescended to desire an inter­view with them.",4.45
172,"To these august personages, the two humble disciples of a crucified Saviour told their simple story with such effect, that they were dismissed with the most gracious assurances of the royal good-will and future protection.",3.7
173,"The princess afterwards sent them a sum of money towards their expenses, and a large Dutch Bible.",0.95
174,"The latter gift proved peculiarly seasonable, and the apparently adverse circumstance of their being refused admittance on board of any Danish vessel, and being compelled to take their passage in a Dutch one, was not less beneficial in the result.",-0.25
175,"The negroes in St. Thomas (the island having been formerly a colony of Holland) spoke a barbarous broken Dutch dialect,--the mission­aries spoke German; of course, without some preparation on the part of the latter, they would not have been able to make themselves under­stood by the slaves on their landing: but, though the crew of the vessel at first dealt roughly with [p.",-2.75
176,"11] them, Dober and Nitschman soon so conciliated the rudest, by that measure of ""the meekness and gentleness of Christ"" which they manifested, that, during the voyage of more than two months, the sailors delighted to help them in every way they could, especially in turning their German phrases into Dutch.",2.1
177,"They sailed from Copen­hagen the 8th of October, and reached St. Thomas on the 13th of December following.",0
178,"Previous to their departure, the Lord had given them such favour in the eyes of several persons, high in office at the Danish court, that, besides furnishing them with the means of paying for their passage, and procuring tools requisite for carrying on their respective handicrafts, they dismissed them with these words, ""Go, in the name of God.",-0.25
179,"Our Saviour chose fishermen for preachers of the gospel; He himself was a carpenter, and called the Carpenter's Son!""",0.1
180,"It is recorded, that on the first appearance of the shore of St. Thomas, on which their hearts had been so long fixed, and to which their thoughts had been travelling every day with intensity of desire,--they were seized with pe­culiarly depressing emotions.",-1
181,"This was not the failure of faith, but the fulness of joy, overflow­ing and presenting the symptoms of grief,--for the extremes of gladness and sorrow meet in this kind of feeling which they produce, and are [p.",-0.9
182,"12] expressed in the same language of tears, which, in return, yield relief to both.",-0.3
183,"They landed on Saturday; and next day,--the third Sunday in Advent, on which the Gospel in the Lutheran Church (as it is in the Church of England) was, from Matt.",1
184,xi.,0
185,"2–15,--John the Baptist's message of inquiry to Christ, and our Saviour's answer, ""The poor have the gospel preached to them:""--they went in search of the ""*one lost sheep*,"" (Anthony's sister,) whom they had come so many weary miles by sea and land to find in the wilderness, that they might bring her back to the good Shepherd who had laid down his life for her.",-0.9
186,After a little inquiry they reached the plantation on which she with her husband were located.,0
187,"Having delivered the salutation of her brother; at the desire of the parties, they opened and read a letter from him to his sister, in which, among the quotations from the New Testament, was the following: ""And this is life eternal, that they might know thee, the only true God, and Jesus Christ whom thou hast sent.""",2.3
188,[authorial note: John xvii.,0
189,"3.] The Brethren began, then, at that same Scripture, and preached Jesus and the resurrection to the blacks, who had gathered round them while they were in conversation with Anna and Abraham, as Anthony's sister and her husband were called;--christian names being [p.",0.25
190,"13] preposterously given to heathen slaves, to whom the name of Christ himself was never declared.",-2.1
191,"To this little company, after having told in few words, as well as they could, what the Lord Jesus had done and suffered to redeem perishing sin­ners, they said,--""For you also our Saviour has procured this salvation, and we are come hither on purpose to bring you the glad tidings!""",0.8
192,"Notwithstanding the German-Dutch in which they spoke, the poor negroes understood the drift of their discourse, and clapped their hands at the conclusion, in token of their joy at the message.",0.5
193,Hitherto they had thought that such good things were all reserved for the white people.,1.15
194,"And was there not joy in heaven also among the angels of God, when, for the first time, the ""faithful say­ing, and worthy of all acceptation, that Christ Jesus came into the world to save sinners,"" was made known to these children of Ham, suffering under the curse upon their father, and who ""straightway received the word with joy?""",2.4
195,"There was probably not a humbler spectacle on earth, in that hour, nor one from which the wise of this world would have turned away with more contempt, than two fugitives from the heart of Moravia, the strong hold of corrupt Christianity, preaching Christ crucified, in a broken dialect be­tween their native tongue and a strange one, to an audience of Africans, who themselves spoke a  [p.",-2.1
196,"14] jargon yet more barbarous, and had to strain their rude faculties to comprehend either the meaning or the sentiments of the address to them:--yet it may be believed that there was not a scene then exhibiting throughout this fallen world, more beautiful in prospect from the throne of God than this, when the first sickle was put into the harvest, which, since then, through a hundred successive years, has been yielding fruits in abundance, and beyond all precedent in any other Gentile field, where labourers sent by the Lord have gone forth.",1.55
197,"On a certain occasion it is written:--""In that hour Jesus rejoiced in spirit, and said,--I thank thee, O Father!",2.8
198,"Lord of heaven and earth, that thou hast hid these things from the wise and prudent, and hast revealed them unto babes; even so, Father; for so it seemed good in thy sight.""",2.55
199,"[authorial note: Luke x. 21.] And can it be doubted, that in ""the joy that was set before Him,"" when ""He endured the cross, despising the shame;"" that part of ""the travail of his soul"" was now seen by Him, in this commencement of gospel-preaching among negro slaves in the West Indies?",-2.6
200,"Here then  upon the ground on which he had set his affections, when he forsook his father's house, and all the comforts of christian society: but here, like Abraham in Canaan, (called like himself by God out of his [p.",1.5
201,"15] own country,) he had ""none inheritance; no, not so much as to set his foot on;"" [authorial note: Acts vii.",0.6
202,"5.] and, like his Redeemer, whom he had thus far followed out of the camp, bearing his reproach, ""he had not where to lay his head.""",0
203,"Though the spirits of himself and his companion had sunk on the first sight of the island whither they were sailing, they no sooner found themselves among the people to whom they went, and engaged in the work for which they came, than their hope in God revived, and in the multitude of their thoughts his com­forts delighted their souls.",2.95
204,"Now, just while they were deliberating how they might contrive to lodge and live as cheaply as possible in that neighbourhood, Mr. Lorenzin, a planter, sent a message to the strangers, inviting them to take up their abode in his house, and promising to furnish them with all necessaries and comforts till they could provide for themselves.",2.25
205,"Their hearts and eyes overflowed with gratitude to their heavenly Father, who, knowing that they had need of such things, was thus graciously pleased to remind them, that they should take no anxious thought for the morrow, while they were engaged in his business.",3.45
206,"They were the more deeply affected with this offer of hospitality from one on whom they had no claim, when they considered that they had come hither under the [p.",1.1
207,"16] expectation of being obliged to sell themselves for bond-slaves, and toil with the negroes, in order to do them any good.",0.2
208,"Thankfully, therefore, they accepted the kindness of their new-found friend, but providentially they had not long occasion for it.",2.1
209,"David Nitschman, being a carpenter by trade, soon found abundance of good employment, by which he was enabled to maintain both himself and his brother; for Leonard Dober, who was a potter, could find no clay in the district which he could work into serviceable vessels of any kind; his skill, therefore, profited him nothing.",4.5
210,"Mean­while they availed themselves of every oppor­tunity to shew the negroes that they came among them to do them good; and, though they had much to encounter, of jealousy on the part of some of the whites, and of contempt and disregard on the part of many of the blacks, in patience they possessed their souls, and were exceedingly en­couraged, when, from time to time, they perceived that they laboured not in vain, nor spent their strength for nought.",-2.25
211,"Anthony's sister and her husband were early awakened by their testimony, and others gave evidence that the word of God was making its way in their hearts, by the change which was wrought by it in their walk and con­versation.",-1
212,But they had been little more than five months [p.,0
213,"17] on the island, when an opportunity of returning to Europe occurring,--for intercourse between Denmark and those distant colonies was unfre­quent in those days,--David Nitschman, accord­ing to previous agreement, took advantage of it, though much pained to leave his friend alone.",1.75
214,"Leonard Dober, however, on no account, would detain his journey-companion from his family.",-0.5
215,"After making a slender reserve for his voyage, Nitschman left the small surplus of his earnings with Dober, for his maintenance, till he should find some means of supporting himself.",1.75
216,"The latter had not long to wait for this; he served a gracious Master, who soon provided bountifully for him.",0.75
217,"The governor, Herr Gardelin, hearing that the solitary missionary was thus circumstanced, sent for him, and engaged him as a tutor of his little children, took him into his house, and placed him at his table.",0.85
218,"Leonard Dober accepted the situa­tion on the express terms, that he should be allowed, after his daily duties in the family, to visit the negroes wherever he could gain access, and teach, as he might have opportunity, the whole counsel of God.",3.25
219,"In the cool of the evening, then, was the voice of the Messenger of Salvation wont to be heard, like ""the Lord God""'s of old, ""walking in the garden of Eden.""",2.85
220,"Here indeed it was ""the voice [p.",0
221,"18] of one crying in the wilderness,"" ""Prepare ye the way of the Lord; make straight in the desert a highway for our God.""",-0.3
222,"And did the sinners who heard it after the toils of the day, where, under the primal curse, they were eating bread in the sweat of their brow, on a soil which to them brought forth little besides thorns aµd thistles,­--did *they*, like guilty Adam and his consort, when they heard that voice, run to hide themselves in the bushes?",-1.8
223,"No; they heard and hailed the joyful sound; they learned to know and love it too; and, weary and heavy-laden as they were with the yoke of bondage, and sinking under the burthen of unrewarded labour, they ran forth from their huts to welcome it; and when the minister of Him who was ""meek and lowly in heart"" came to offer them ""rest for their souls,""--the only rest the slave could hope to know in this life; the pledge, however, of rest eternal in the presence of God,--they ran forth from their poor huts, exclaiming in heart, if not in words, ""How beautiful on the mountains are the feet of Him that bringeth good tidings, that publisheth peace!""",3
224,"But Dober being visited with the fever which usually attacks strangers in those tropical regions, and which suspended his evangelical labours for awhile, grew dissatisfied with himself, that all his time, strength, and energies, had not been de­voted to these.",-2.15
225,His tender conscience reproached [p.,0.75
226,"19] him, when he compared the ease and luxury of the governor's mansion, in which he ""fared sumptuously every day,"" with the condition of a field-negro, to which he had in anticipation deter­mined to stoop, that he might give every moment he could seize, where such moments were so few and so precious, to the ministry of the gospeL He sunk under the humiliation of these thoughts, and when he had recovered from that temporary sickness, respectfully but earnestly prayed for his dismissal from his Excellency's service.",0.8
227,This was reluctantly granted.,0
228,"He then hired a little lodging at a place called Tappus, and earned a scanty maintenance by acting as watchman on some neighbouring plan­tations, and performing other small offices, which enabled him to procure bread and water, and little more, to sustain life.",-0.85
229,"Amidst deep poverty, he was quite happy, because he was free, and the word of God not bound.",0.25
230,"Great blessing con­tinued to accompany his humble, fervent, faithful preaching, and after-years shewed that much of the good seed which he had sown by all waters, and on every kind of ground, had taken root, sprung up in due season, and bore manifold fruit.",3.75
231,"A year and a quarter had elapsed since his companion, David Nitschman, had left him, and, in all that time, he had heard nothing from his brethren in Germany, though as often as ships  [p.",0.5
232,"20] from Europe had come, at long intervals, to the colony, he had anxiously inquired for letters.",-1
